leto,ime_drzave,ime_izvajalca,naslov_pesmi,mesto,tocke_v_finalu,youtube_link
2016,Netherlands,Douwe Bob,Slow Down,11.0,153.0,https://youtube.com/watch?v=PwF9DI89q1w
2016,Malta,Ira Losco,Walk on Water,12.0,153.0,https://youtube.com/watch?v=58YS5m3EYVY
2016,Austria,Zoë,Loin d'ici,13.0,151.0,https://youtube.com/watch?v=3xuPYt5i5cE
2016,Israel,Hovi Star,Made of Stars,14.0,135.0,https://youtube.com/watch?v=SS5TB2XUdgs
2016,Latvia,Justs,Heartbeat,15.0,132.0,https://youtube.com/watch?v=o-2Lt7zzlBU
2016,Italy,Francesca Michielin,No Degree of Separation,16.0,124.0,https://youtube.com/watch?v=YfnhDfy8AjU
2016,Azerbaijan,Samra,Miracle,17.0,117.0,https://youtube.com/watch?v=cB8eSLyffsI
2016,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),18.0,115.0,https://youtube.com/watch?v=yTlxLiSQWjk
2016,Hungary,Freddie,Pioneer,19.0,108.0,https://youtube.com/watch?v=bT2DcpqvorI
2016,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,20.0,104.0,https://youtube.com/watch?v=rviE2-9eiTI
2016,Cyprus,Minus One,Alter Ego,21.0,96.0,https://youtube.com/watch?v=idUxTqmCFR0
2016,Spain,Barei,Say Yay!,22.0,77.0,https://youtube.com/watch?v=EgbjNsxehrY
2016,Croatia,Nina Kraljić,Lighthouse,23.0,73.0,https://youtube.com/watch?v=8QUM-_EbE2o
2016,United Kingdom,Joe & Jake,You're Not Alone,24.0,62.0,https://youtube.com/watch?v=XgGahKsBtts
2016,Czech Republic,Gabriela Gunčíková,I Stand,25.0,41.0,https://youtube.com/watch?v=wVy3rTNSN4Y
2016,Germany,Jamie-Lee Kriewitz,Ghost,26.0,11.0,https://youtube.com/watch?v=bHDHi37bboE
2016,Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner & Jala,Ljubav Je,27.0,,https://youtube.com/watch?v=QLrXmTB8OaY
2016,North Macedonia,Kaliopi,Dona,28.0,,https://youtube.com/watch?v=uIIzwFoE6ME
2016,Belarus,Ivan,Help You Fly,29.0,,https://youtube.com/watch?v=pM07r57QqGg
2016,San Marino,Serhat,I Didn't Know,30.0,,https://youtube.com/watch?v=HzPkDb2FSeg
2016,Norway,Agnete,Icebreaker,31.0,,https://youtube.com/watch?v=ACLcqZMwCSo
2016,Montenegro,Highway,The Real Thing,32.0,,https://youtube.com/watch?v=FgKehisElQI
2016,Slovenia,ManuElla,Blue and Red,33.0,,https://youtube.com/watch?v=ulI3F1T82is
2016,Iceland,Greta Salóme,Hear Them Calling,34.0,,https://youtube.com/watch?v=6osxLLPLUDk
2016,Finland,Sandhja,Sing It Away,35.0,,https://youtube.com/watch?v=oAQIPxgQkM8
2016,Ireland,Nicky Byrne,Sunlight,36.0,,https://youtube.com/watch?v=ezJsUMD-y-I
2016,Albania,Eneda Tarifa,Fairytale,37.0,,https://youtube.com/watch?v=jdT5EGcTjYw
2016,Greece,Argo,Utopian Land,38.0,,https://youtube.com/watch?v=55ubbjAzwYA
2016,Denmark,Lighthouse X,Soldiers of Love,39.0,,https://youtube.com/watch?v=jGz12i-wGd0
2016,Moldova,Lidia Isac,Falling Stars,40.0,,https://youtube.com/watch?v=LlhV-E6leTI
2016,Switzerland,Rykka,The Last of Our Kind,41.0,,https://youtube.com/watch?v=HZI0_aR7BuA
2016,Estonia,Jüri Pootsmann,Play,42.0,,https://youtube.com/watch?v=g0-j0Eh8VNA
2017,Portugal,Salvador Sobral,Amar Pelos Dois,1.0,758.0,https://youtube.com/watch?v=Qotooj7ODCM
2017,Bulgaria,Kristian Kostov,Beautiful Mess,2.0,615.0,https://youtube.com/watch?v=OMmm-G078LM
2017,Moldova,Sunstroke Project,Hey Mamma,3.0,374.0,https://youtube.com/watch?v=SWaQdHoCvYk
2017,Belgium,Blanche,City Lights,4.0,363.0,https://youtube.com/watch?v=oxsCmChDYwA
2017,Sweden,Robin Bengtsson,I Can't Go On,5.0,344.0,https://youtube.com/watch?v=RjH_4oYqLw4
2017,Italy,Francesco Gabbani,Occidentali's Karma,6.0,334.0,https://youtube.com/watch?v=KieE_MLv-ZY
2017,Romania,Ilinca feat. Alex Florea,Yodel It!,7.0,282.0,https://youtube.com/watch?v=ZSHc7iDuBCQ
2017,Hungary,Joci Pápai,Origo,8.0,200.0,https://youtube.com/watch?v=hqM0AkP7zcI
2017,Australia,Isaiah Firebrace,Don't Come Easy,9.0,173.0,https://youtube.com/watch?v=YTCP4S1dqwA
2017,Norway,Jowst,Grab the Moment,10.0,158.0,https://youtube.com/watch?v=U-Bk0PCotY0
2017,Netherlands,OG3NE,Lights And Shadows,11.0,150.0,https://youtube.com/watch?v=_9XsCqGg8ls
2017,France,Alma,Requiem,12.0,135.0,https://youtube.com/watch?v=HjiLKsLQl4I
2017,Croatia,Jacques Houdek,My Friend,13.0,128.0,https://youtube.com/watch?v=4Sya_GIxsw0
2017,Azerbaijan,Dihaj,Skeletons,14.0,120.0,https://youtube.com/watch?v=g_HSRHqd_7s
2017,United Kingdom,Lucie Jones,Never Give Up on You,15.0,111.0,https://youtube.com/watch?v=Fl1GYTg4GmA
2017,Austria,Nathan Trent,Running On Air,16.0,93.0,https://youtube.com/watch?v=gJIjZF5sgzg
2017,Belarus,Naviband,Historyja Majho Zyccia,17.0,83.0,https://youtube.com/watch?v=coFfFZvPmRY
2017,Armenia,Artsvik,Fly With Me,18.0,79.0,https://youtube.com/watch?v=g373Libigw8
2017,Greece,Demy,This is Love,19.0,77.0,https://youtube.com/watch?v=iO14p2uCzkM
2017,Denmark,Anja,Where I Am,20.0,77.0,https://youtube.com/watch?v=vUbGnq8maS0
2017,Cyprus,Hovig,Gravity,21.0,68.0,https://youtube.com/watch?v=ZDe9FCLgE04
2017,Poland,Kasia Moś,Flashlight,22.0,64.0,https://youtube.com/watch?v=xVCokUW3BUo
2017,Israel,Imri Ziv,I Feel Alive,23.0,39.0,https://youtube.com/watch?v=YapnW_zfWJk
2017,Ukraine,O.Torvald,Time,24.0,36.0,https://youtube.com/watch?v=mogNLkIEI0k
2017,Germany,Levina,Perfect Life,25.0,6.0,https://youtube.com/watch?v=t1KKjykH6fw
2017,Spain,Manel Navarro,Do It for Your Lover,26.0,5.0,https://youtube.com/watch?v=qAOXHdLdlqQ
2017,Georgia,Tamara Gachechiladze,Keep The Faith,27.0,,https://youtube.com/watch?v=agSS_a3ccgA
2017,Serbia,Tijana Bogićević,In Too Deep,28.0,,https://youtube.com/watch?v=A0wAd-a0hXA
2017,Switzerland,Timebelle,Apollo,29.0,,https://youtube.com/watch?v=OrNPRfS9Sbg
2017,Finland,Norma John,Blackbird,30.0,,https://youtube.com/watch?v=Ufba0nOz0fQ
2017,Ireland,Brendan Murray,Dying To Try,31.0,,https://youtube.com/watch?v=EOpZikqrfOA
2017,Estonia,Koit Toome & Laura,Verona,32.0,,https://youtube.com/watch?v=NxqPpzWYN1c
2017,Czech Republic,Martina Bárta,My Turn,33.0,,https://youtube.com/watch?v=-KT8_ZOHAXE
2017,Albania,Lindita,World,34.0,,https://youtube.com/watch?v=NyKOBMAXFFA
2017,North Macedonia,Jana Burčeska,Dance Alone,35.0,,https://youtube.com/watch?v=XvIbLOOWfYI
2017,Iceland,Svala,Paper,36.0,,https://youtube.com/watch?v=UPlm18-AlGg
2017,Montenegro,Slavko Kalezić,Space,37.0,,https://youtube.com/watch?v=rQ1BXJpfa4I
2017,Malta,Claudia Faniello,Breathlessly,38.0,,https://youtube.com/watch?v=OXn-Ettr7yk
2017,Lithuania,Fusedmarc,Rain Of Revolution,39.0,,https://youtube.com/watch?v=-7WpnSMEPjc
2017,Slovenia,Omar Naber,On My Way,40.0,,https://youtube.com/watch?v=vbGub2klcV4
2017,Latvia,Triana Park,Line,41.0,,https://youtube.com/watch?v=Vxos6ceOrRA
2017,San Marino,Valentina Monetta & Jimmie Wilson,Spirit Of The Night,42.0,,https://youtube.com/watch?v=UC7QzXPnt6k
2018,Israel,Netta Barzilai,Toy,1.0,529.0,https://youtube.com/watch?v=84LBjXaeKk4
2018,Cyprus,Eleni Foureira,Fuego,2.0,436.0,https://youtube.com/watch?v=vyDTbJ4wenY
2018,Austria,Cesár Sampson,Nobody But You,3.0,342.0,https://youtube.com/watch?v=a8Yvzo1puoE
2018,Germany,Michael Schulte,You Let Me Walk Alone,4.0,340.0,https://youtube.com/watch?v=N4YwSy4Q9k0
2018,Italy,Ermal Meta & Fabrizio Moro,Non Mi Avete Fatto Niente,5.0,308.0,https://youtube.com/watch?v=81M-mp5t8uM
2018,Czech Republic,Mikolas Josef,Lie To Me,6.0,281.0,https://youtube.com/watch?v=w0ZUuQe0shk
2018,Sweden,Benjamin Ingrosso,Dance You Off,7.0,274.0,https://youtube.com/watch?v=z101xtUBflU
2018,Estonia,Elina Nechayeva,La Forza,8.0,245.0,https://youtube.com/watch?v=ImawXdXIGd8
2018,Denmark,Rasmussen,Higher Ground,9.0,226.0,https://youtube.com/watch?v=c0kP074Mw0k
2018,Moldova,DoReDos,My Lucky Day,10.0,209.0,https://youtube.com/watch?v=5evrVL1rJPA
2018,Albania,Eugent Bushpepa,Mall,11.0,184.0,https://youtube.com/watch?v=uyl1b1fVmdU
2018,Lithuania,Ieva Zasimauskaitė,When We're Old,12.0,181.0,https://youtube.com/watch?v=pPDFhfU25go
2018,France,Madame Monsieur,Mercy,13.0,173.0,https://youtube.com/watch?v=vjLuTtUv0Ns
2018,Bulgaria,Equinox,Bones,14.0,166.0,https://youtube.com/watch?v=vC-1tdGDFQc
2018,Norway,Alexander Rybak,That's How You Write a Song,15.0,144.0,https://youtube.com/watch?v=N17BdRwOvBA
2018,Ireland,Ryan O'Shaughnessy,Together,16.0,136.0,https://youtube.com/watch?v=QD1cQ2wZ1dk
2018,Ukraine,Mélovin,Under the Ladder,17.0,130.0,https://youtube.com/watch?v=lhOuMYtQ94M
2018,Netherlands,Waylon,Outlaw In 'Em,18.0,121.0,https://youtube.com/watch?v=p7jHz5asMs8
2018,Serbia,Sanja Ilić & Balkanika,Nova Deca,19.0,113.0,https://youtube.com/watch?v=WRQWQShbPHU
2018,Australia,Jessica Mauboy,We Got Love,20.0,99.0,https://youtube.com/watch?v=2BBLTY6T2Ck
2018,Hungary,AWS,Viszlát Nyár,21.0,93.0,https://youtube.com/watch?v=p6e1TmYb33w
2018,Slovenia,Lea Sirk,"Hvala, ne!",22.0,64.0,https://youtube.com/watch?v=fBU0_hfST_o
2018,Spain,Amaia & Alfred,Tu Canción,23.0,61.0,https://youtube.com/watch?v=28oMEFgSoyk
2018,United Kingdom,SuRie,Storm,24.0,48.0,https://youtube.com/watch?v=n0ydtXG-tqY
2018,Finland,Saara Aalto,Monsters,25.0,46.0,https://youtube.com/watch?v=hdjiuCUUpPc
2018,Portugal,Cláudia Pascoal,O Jardim,26.0,39.0,https://youtube.com/watch?v=mHjGbADMcOI
2018,Romania,The Humans,Goodbye,27.0,,https://youtube.com/watch?v=DGR4S3y7qcw
2018,Latvia,Laura Rizzotto,Funny Girl,28.0,,https://youtube.com/watch?v=KGxANwWKz3U
2018,Malta,Christabelle,Taboo,29.0,,https://youtube.com/watch?v=d52ViPImdls
2018,Azerbaijan,Aisel,X My Heart,30.0,,https://youtube.com/watch?v=1CUwlpqUuvA
2018,Belgium,Sennek,A Matter of Time,31.0,,https://youtube.com/watch?v=Z2cZE2gCfWg
2018,Switzerland,Zibbz,Stones,32.0,,https://youtube.com/watch?v=wJGTVsluHkw
2018,Poland,Gromee feat. Lukas Meijer,Light Me Up,33.0,,https://youtube.com/watch?v=oyoiCyP4Bkg
2018,Greece,Yianna Terzi,Oniro Mou,34.0,,https://youtube.com/watch?v=-XOR1DhtDC0
2018,Armenia,Sevak Khanagyan,Qami,35.0,,https://youtube.com/watch?v=CYlWiHjUK0c
2018,Russia,Julia Samoylova,I Won't Break,36.0,,https://youtube.com/watch?v=KujGHwyfMWM
2018,Belarus,Alekseev,Forever,37.0,,https://youtube.com/watch?v=ywy_y24v_ao
2018,Croatia,Franka,Crazy,38.0,,https://youtube.com/watch?v=YxBLFbW5BqE
2018,Montenegro,Vanja Radovanović,Inje,39.0,,https://youtube.com/watch?v=XEi080yOuB8
2018,San Marino,Jessika feat. Jenifer Brening,Who We Are,40.0,,https://youtube.com/watch?v=66D0pKVdA-4
2018,Georgia,Ethno-Jazz Band Iriao,For You,41.0,,https://youtube.com/watch?v=FvVx5-mzmm0
2018,North Macedonia,Eye Cue,Lost And Found,42.0,,https://youtube.com/watch?v=MV_cR_Qb2Cg
2018,Iceland,Ari Ólafsson,Our Choice,43.0,,https://youtube.com/watch?v=RQytWeg9CzE
2019,Netherlands,Duncan Laurence,Arcade,1.0,498.0,https://youtube.com/watch?v=R3D-r4ogr7s
2019,Italy,Mahmood,Soldi,2.0,472.0,https://youtube.com/watch?v=M-aoyPa41Ic
2019,Russia,Sergey Lazarev,Scream,3.0,370.0,https://youtube.com/watch?v=eNzlxEZ_JG4
2019,Switzerland,Luca Hänni,She Got Me,4.0,364.0,https://youtube.com/watch?v=8aUYzqAIdoM
2019,Sweden,John Lundvik,Too Late for Love,5.0,334.0,https://youtube.com/watch?v=oEdWkdVKIqQ
2019,Norway,KEiiNO,Spirit in the Sky,6.0,331.0,https://youtube.com/watch?v=Ovt7YGHAj8I
2019,North Macedonia,Tamara Todevska,Proud,7.0,305.0,https://youtube.com/watch?v=0pAURAsum4A
2019,Azerbaijan,Chingiz,Truth,8.0,302.0,https://youtube.com/watch?v=D6vvuCiHwSs
2019,Australia,Kate Miller-Heidke,Zero Gravity,9.0,284.0,https://youtube.com/watch?v=Eo5H62mCIsg
2019,Iceland,Hatari,Hatrið mun sigra,10.0,232.0,https://youtube.com/watch?v=kTb69WkBbvs
2019,Czech Republic,Lake Malawi,Friend of a Friend,11.0,157.0,https://youtube.com/watch?v=NJxLKFZKhNs
2019,Denmark,Leonora,Love Is Forever,12.0,120.0,https://youtube.com/watch?v=mucmvTLHJQM
2019,Cyprus,Tamta,Replay,13.0,109.0,https://youtube.com/watch?v=wIpEI-NhRxg
2019,Malta,Michela Pace,Chameleon,14.0,107.0,https://youtube.com/watch?v=H-byNyainRA
2019,Slovenia,Zala Kralj & Gašper Šantl,Sebi,15.0,105.0,https://youtube.com/watch?v=vGtPNQ6g6Ng
2019,France,Bilal Hassani,Roi,16.0,105.0,https://youtube.com/watch?v=AjZNbIQtWvw
2019,Albania,Jonida Maliqi,Ktheju Tokës,17.0,90.0,https://youtube.com/watch?v=-NAbYUoxIfg
2019,Serbia,Nevena Božović,Kruna,18.0,89.0,https://youtube.com/watch?v=X0mdaeAyPvA
2019,San Marino,Serhat,Say Na Na Na,19.0,77.0,https://youtube.com/watch?v=d_iEis_ZRoQ
2019,Estonia,Victor Crone,Storm,20.0,76.0,https://youtube.com/watch?v=PppvSl3_W4E
2019,Greece,Katerine Duska,Better Love,21.0,74.0,https://youtube.com/watch?v=5pQV_-40m_U
2019,Spain,Miki,La Venda,22.0,54.0,https://youtube.com/watch?v=lWXuohnM14U
2019,Israel,Kobi Marimi,Home,23.0,35.0,https://youtube.com/watch?v=uCdS42uCqP0
2019,Belarus,Zena,Like It,24.0,31.0,https://youtube.com/watch?v=C1Y9LBusHzA
2019,Germany,S!sters,Sister,25.0,24.0,https://youtube.com/watch?v=yFbSj_yPCPM
2019,United Kingdom,Michael Rice,Bigger Than Us,26.0,11.0,https://youtube.com/watch?v=HV-eOhTS8Dw
2019,Poland,Tulia,Pali się,27.0,,https://youtube.com/watch?v=IEu0F5uobVo
2019,Hungary,Joci Pápai,Az én apám,28.0,,https://youtube.com/watch?v=IpVr0pBLfI4
2019,Lithuania,Jurij Veklenko,Run with the Lions,29.0,,https://youtube.com/watch?v=5Nb3HMzsfZY
2019,Moldova,Anna Odobescu,Stay,30.0,,https://youtube.com/watch?v=-mo207V5Z2o
2019,Belgium,Eliot,Wake Up,31.0,,https://youtube.com/watch?v=iFB9NnjU4ns
2019,Romania,Ester Peony,On a Sunday,32.0,,https://youtube.com/watch?v=cZC9o_Z90yo
2019,Georgia,Oto Nemsadze,Keep on Going,33.0,,https://youtube.com/watch?v=vu4nHsaAJwU
2019,Croatia,Roko,The Dream,34.0,,https://youtube.com/watch?v=gXT5E8kUgfs
2019,Portugal,Conan Osíris,Telemóveis,35.0,,https://youtube.com/watch?v=SIGn9_yMLn4
2019,Latvia,Carousel,That Night,36.0,,https://youtube.com/watch?v=NCtKU3m3R-8
2019,Armenia,Srbuk,Walking Out,37.0,,https://youtube.com/watch?v=avBwSUYlTtI
2019,Montenegro,D mol,Heaven,38.0,,https://youtube.com/watch?v=oV200JAouTc
2019,Finland,Darude feat. Sebastian Rejman,Look Away,39.0,,https://youtube.com/watch?v=VSPhIwOJfRs
2019,Austria,Pænda,Limits,40.0,,https://youtube.com/watch?v=FVSZDF9O-bA
2019,Ireland,Sarah McTernan,22,41.0,,https://youtube.com/watch?v=lX7DT9GMHQM
2020,France,Tom Leeb,The Best in Me,,,https://youtube.com/watch?v=D02Xlo_LfRU
2020,Germany,Ben Dolic,Violent Thing,,,https://youtube.com/watch?v=hAobDQ9GbT4
2020,Italy,Diodato,Fai rumore,,,https://youtube.com/watch?v=TA57rugucwk
2020,Netherlands,Jeangu Macrooy,Grow,,,https://youtube.com/watch?v=sMcxWB90TTY
2020,Spain,Blas Cantó,Universo,,,https://youtube.com/watch?v=zuDdex1st-Y
2020,United Kingdom,James Newman,My Last Breath,,,https://youtube.com/watch?v=6iS-lV909T4
2020,Australia,Montaigne,Don't Break Me,,,https://youtube.com/watch?v=gr-wWxu4974
2020,Belarus,VAL,Da vidna,,,https://youtube.com/watch?v=F0wfxz5zq04
2020,Ireland,Lesley Roy,Story Of My Life,,,https://youtube.com/watch?v=HLgE0Ayl5Hc
2020,Lithuania,The Roop,On Fire,,,https://youtube.com/watch?v=FxPm-Wz8qpY
2020,North Macedonia,Vasil,You,,,https://youtube.com/watch?v=xPZumQQExQc
2020,Russia,Little Big,Uno,,,https://youtube.com/watch?v=L_dWvTCdDQ4
2020,Slovenia,Ana Soklič,Voda,,,https://youtube.com/watch?v=weLeotNwexg
2020,Sweden,The Mamas,Move,,,https://youtube.com/watch?v=7EpSBDPlZn4
2020,Azerbaijan,Samira Efendi,Cleopatra,,,https://youtube.com/watch?v=I0VzBCvO1Wk
2020,Belgium,Hooverphonic,Release Me,,,https://youtube.com/watch?v=lAqjksxc4iA
2020,Croatia,Damir Kedžo,Divlji vjetre,,,https://youtube.com/watch?v=2rOwScdxjJU
2020,Cyprus,Sandro Nicolas,Running,,,https://youtube.com/watch?v=Jl_qEw_4OK0
2020,Israel,Eden Alene,Feker Libi,,,https://youtube.com/watch?v=YjzyZZ-oidc
2020,Malta,Destiny,All Of My Love,,,https://youtube.com/watch?v=CFCn_8oViRw
2020,Norway,Ulrikke Brandstorp,Attention,,,https://youtube.com/watch?v=o9atJbnqhJU
2020,Romania,Roxen,Alcohol You,,,https://youtube.com/watch?v=TmqSU3v_Mtw
2020,Ukraine,Go_A,Solovey,,,https://youtube.com/watch?v=zNetXPSld50
2020,Austria,Vincent Bueno,Alive,,,https://youtube.com/watch?v=cOuiTJlBC50
2020,Czech Republic,Benny Cristo,Kemama,,,https://youtube.com/watch?v=wROqCHLnbko
2020,Estonia,Uku Suviste,What Love Is,,,https://youtube.com/watch?v=3EIQ6U039ms
2020,Greece,Stefania,Superg!rl​,,,https://youtube.com/watch?v=dJxCINWp_j0
2020,Iceland,Daði & Gagnamagnið,Think About Things,,,https://youtube.com/watch?v=1HU7ocv3S2o
2020,Moldova,Natalia Gordienko,Prison,,,https://youtube.com/watch?v=RnD1ApDo5_k
2020,Poland,Alicja Szemplińska,Empires,,,https://youtube.com/watch?v=s_Y7mMka4SQ
2020,San Marino,Senhit,Freaky!,,,https://youtube.com/watch?v=c6ZNo_hVA6E
2020,Serbia,Hurricane,Hasta la vista,,,https://youtube.com/watch?v=7fqZevYLUMs
2020,Albania,Arilena Ara,Fall From The Sky,,,https://youtube.com/watch?v=p-E-kIFPrsY
2020,Armenia,Athena Manoukian,Chains On You,,,https://youtube.com/watch?v=XpQHGMM8c5U
2020,Bulgaria,Victoria,Tears Getting Sober,,,https://youtube.com/watch?v=V_hgYnwZR8I
2020,Denmark,Ben & Tan,Yes,,,https://youtube.com/watch?v=XQ5tMhQIp1E
2020,Finland,Aksel Kankaanranta,Looking Back,,,https://youtube.com/watch?v=EgONBKFQpxE
2020,Georgia,Tornike Kipiani,Take Me As I Am,,,https://youtube.com/watch?v=LjNK4Xywjc4
2020,Latvia,Samanta Tīna,Still Breathing,,,https://youtube.com/watch?v=ELr6U2fOrnE
2020,Portugal,Elisa,Medo de sentir,,,https://youtube.com/watch?v=eIZ48w4epng
2020,Switzerland,Gjon's Tears,Répondez-moi,,,https://youtube.com/watch?v=O9GAfFHZE-E
