leto,ime_drzave,ime_izvajalca,naslov_pesmi,mesto,tocke_v_finalu,youtube_link
1985,Finland,Sonja Lumme,Eläköön Elämä,9.0,58.0,https://youtube.com/watch?v=lM5IJPhHnN8
1985,France,Roger Bens,Femme Dans Ses Rêves Aussi,10.0,56.0,https://youtube.com/watch?v=vy4Z4Zd4s-c
1985,Denmark,Hot Eyes,Sku' Du Spør Fra No'n,11.0,41.0,https://youtube.com/watch?v=9D6b-WyblBw
1985,Switzerland,Mariella Farré and Pino Gasparini,Piano Piano,12.0,39.0,https://youtube.com/watch?v=bpCFuTA900s
1985,Luxembourg,"Margo, Franck, Diane, Ireen, Malcolm & Chris","Children, Kinder, Enfants",13.0,37.0,https://youtube.com/watch?v=_aElCCjn6QU
1985,Spain,Paloma San Basilio,La Fiesta Terminó,14.0,36.0,https://youtube.com/watch?v=VOna_jv4L0s
1985,Turkey,MFÖ,Di Dai Di Dai Dai (Aşık oldum),14.0,36.0,https://youtube.com/watch?v=YyCnfW8I8tE
1985,Cyprus,Lia Vishy,To Katalava Arga,16.0,15.0,https://youtube.com/watch?v=2fvFeOLF0X0
1985,Greece,Takis Biniaris,Miazoume,16.0,15.0,https://youtube.com/watch?v=-kgtjgiXvlk
1985,Portugal,Adelaïde,"Penso Em Ti, Eu Sei",18.0,9.0,https://youtube.com/watch?v=cCR0VyVtHTs
1985,Belgium,Linda Lepomme,Laat Me Nu Gaan,19.0,7.0,https://youtube.com/watch?v=tlqa2EVakU4
1986,Belgium,Sandra Kim,J'aime La Vie,1.0,176.0,https://youtube.com/watch?v=AxWxqisw4_g
1986,Switzerland,Daniela Simons,Pas Pour Moi,2.0,140.0,https://youtube.com/watch?v=k1oq0Ch-Zq4
1986,Luxembourg,Sherisse Laurence,L'amour De Ma Vie,3.0,117.0,https://youtube.com/watch?v=B_4Jpemcr0U
1986,Ireland,Luv Bug,You Can Count On Me,4.0,96.0,https://youtube.com/watch?v=8F2QR9U7SB0
1986,Sweden,Lasse Holm & Monica Törnell,E' De' Det Här Du Kallar Kärlek,5.0,78.0,https://youtube.com/watch?v=rH0ao0Mz2Y4
1986,Denmark,Lise Haavik and Trax,Du Er Fuld Af Løgn,6.0,77.0,https://youtube.com/watch?v=TeKay_HxlIQ
1986,United Kingdom,Ryder,Runner In The Night,7.0,72.0,https://youtube.com/watch?v=EjLSSXAZyzA
1986,Germany,Ingrid Peters,Über Die Brücke Geh'n,8.0,62.0,https://youtube.com/watch?v=ggMgLDfn1-I
1986,Turkey,Klips ve Onlar,Halley,9.0,53.0,https://youtube.com/watch?v=WIJuwwpuQy0
1986,Spain,Cadillac,Valentino,10.0,51.0,https://youtube.com/watch?v=XxuBOo_cFkg
1986,Yugoslavia,Doris Dragović,Željo Moja,11.0,49.0,https://youtube.com/watch?v=koYHBfE-GNg
1986,Norway,Ketil Stokkan,Romeo,12.0,44.0,https://youtube.com/watch?v=EHxpc4tjpqQ
1986,Netherlands,Frizzle Sizzle,Alles Heeft Ritme,13.0,40.0,https://youtube.com/watch?v=9E7uTpnMq2s
1986,Portugal,Dora,Não Sejas Mau Para Mim,14.0,28.0,https://youtube.com/watch?v=cLC5vwPgXCs
1986,Finland,Kari Kuivalainen,Päivä Kahden Ihmisen,15.0,22.0,https://youtube.com/watch?v=fOEmzo4UxhI
1986,Iceland,Icy,Gleðibankinn,16.0,19.0,https://youtube.com/watch?v=yliSZDpIx0g
1986,France,Cocktail Chic,Européennes,17.0,13.0,https://youtube.com/watch?v=FSxta4N45cQ
1986,Austria,Timna Brauer,Die Zeit Ist Einsam,18.0,12.0,https://youtube.com/watch?v=arzmTIXxArk
1986,Israel,Moti Galadi and Sarai Tzuriel,Yavoh Yom,19.0,7.0,https://youtube.com/watch?v=9b-9IUqeHVQ
1986,Cyprus,Elpida,Tora Zo,20.0,4.0,https://youtube.com/watch?v=w0hVzY3IKxQ
1987,Ireland,Johnny Logan,Hold Me Now,1.0,172.0,https://youtube.com/watch?v=M6RjdihLfiA
1987,Germany,Wind,Laß Die Sonne In Dein Herz,2.0,141.0,https://youtube.com/watch?v=LSzqCRKYkVI
1987,Italy,Umberto Tozzi and Raf,Gente Di Mare,3.0,103.0,https://youtube.com/watch?v=Z5zN_e02IgM
1987,Yugoslavia,Novi Fosili,Ja Sam Za Ples,4.0,92.0,https://youtube.com/watch?v=aY_210CQXVE
1987,Netherlands,Marcha,Rechtop In De Wind,5.0,83.0,https://youtube.com/watch?v=g7ATYXsxYds
1987,Denmark,Anne-Cathrine Herdorf,En Lille Melodi,5.0,83.0,https://youtube.com/watch?v=8fvRYKSTNJM
1987,Cyprus,Alexia,Aspro Mavro,7.0,80.0,https://youtube.com/watch?v=MoVBmWY_Ia4
1987,Israel,Datner and Kushnir,Shir Habatlanim,8.0,73.0,https://youtube.com/watch?v=L2oOiI55-g4
1987,Norway,Kate Gulbrandsen,Mitt Liv,9.0,65.0,https://youtube.com/watch?v=pSvYltrdjQk
1987,Greece,Bang,Stop!,10.0,64.0,https://youtube.com/watch?v=W0xXBsnhhb8
1987,Belgium,Liliane Saint-Pierre,Soldiers Of Love,11.0,56.0,https://youtube.com/watch?v=TLcHl15qNGw
1987,Sweden,Lotta Engberg,Boogaloo,12.0,50.0,https://youtube.com/watch?v=MtwZpUolCk8
1987,United Kingdom,Rikki,Only The Light,13.0,47.0,https://youtube.com/watch?v=QJ778bwvxfk
1987,France,Christine Minier,Les Mots D'amour N'ont Pas De Dimanche,14.0,44.0,https://youtube.com/watch?v=wrVTbskBNBA
1987,Finland,Vicky Rosti,Sata Salamaa,15.0,32.0,https://youtube.com/watch?v=6nzinzAMxtI
1987,Iceland,Halla Margarét,Hægt Og Hljótt,16.0,28.0,https://youtube.com/watch?v=eZa5nySgcLM
1987,Switzerland,Carole Rich,Moitié Moitié,17.0,26.0,https://youtube.com/watch?v=PxuiJNAkhOo
1987,Portugal,Nevada,Neste Barco à Vela,18.0,15.0,https://youtube.com/watch?v=H9OWxZ_Cuso
1987,Spain,Patricia Kraus,No Estás Solo,19.0,10.0,https://youtube.com/watch?v=-jMCJwtgAmU
1987,Austria,Gary Lux,Nur Noch Gefühl,20.0,8.0,https://youtube.com/watch?v=UZkC8cq2BOE
1987,Luxembourg,Plastic Bertrand,Amour Amour,21.0,4.0,https://youtube.com/watch?v=Ur_Trf4glRo
1987,Turkey,Seyyal Tanner & Lokomotif,Şarkım sevgi üstüne,22.0,0.0,https://youtube.com/watch?v=5F6k4FtDE_Y
1988,Switzerland,Céline Dion,Ne Partez Pas Sans Moi,1.0,137.0,https://youtube.com/watch?v=7E8vKSS0YwM
1988,United Kingdom,Scott Fitzgerald,Go,2.0,136.0,https://youtube.com/watch?v=F09DJR9iiHY
1988,Denmark,Kirsten & Søren,Ka' Du Se Hva' Jeg Sa',3.0,92.0,https://youtube.com/watch?v=iOAnJN8CMww
1988,Luxembourg,Lara Fabian,Croire,4.0,90.0,https://youtube.com/watch?v=yUiNbGdp00Y
1988,Norway,Karoline Krüger,For Vår Jord,5.0,88.0,https://youtube.com/watch?v=XLHA8jaFX7M
1988,Yugoslavia,Srebrna Krila,Mangup,6.0,87.0,https://youtube.com/watch?v=mPnRNwH_uSs
1988,Israel,Yardena Arazi,Ben Adam,7.0,85.0,https://youtube.com/watch?v=aCF07NS6P5I
1988,Ireland,Jump the Gun,Take Him Home,8.0,79.0,https://youtube.com/watch?v=dMXggK8o3fA
1988,Netherlands,Gerard Joling,Shangri-la,9.0,70.0,https://youtube.com/watch?v=2cWqCYJbzOQ
1988,France,Gérard Lenorman,Chanteur De Charme,10.0,64.0,https://youtube.com/watch?v=uy2FT0avgGo
1988,Spain,La Década,La Chica Que Yo Quiero (made In Spain),11.0,58.0,https://youtube.com/watch?v=vl4OK6LLkY8
1988,Sweden,Tommy Körberg,Stad I Ljus,12.0,52.0,https://youtube.com/watch?v=UxFkbcFhP50
1988,Italy,Luca Barbarossa,Ti Scrivo,12.0,52.0,https://youtube.com/watch?v=R9WeTphAYQE
1988,Germany,Maxi and Chris Garden,Lied Für Einen Freund,14.0,48.0,https://youtube.com/watch?v=jTzWGNIQ_Nc
1988,Turkey,MFÖ,Sufi,15.0,37.0,https://youtube.com/watch?v=0Cg3bBVIz_Y
1988,Iceland,Beathoven,Sókrates,16.0,20.0,https://youtube.com/watch?v=IgpAVZ-0EV4
1988,Greece,Aphroditi Fryda,Kloun,17.0,10.0,https://youtube.com/watch?v=HfUAlWFF8Rg
1988,Belgium,Reynaert,Laissez Briller Le Soleil,18.0,5.0,https://youtube.com/watch?v=lIYv5QJA9Os
1988,Portugal,Dora,Voltarei,18.0,5.0,https://youtube.com/watch?v=0mY9ltvjbxk
1988,Finland,Boulevard,Nauravat Silmät Muistetaan,20.0,3.0,https://youtube.com/watch?v=BjTtW7GQ7og
1988,Austria,Wilfried,Lisa Mona Lisa,21.0,0.0,https://youtube.com/watch?v=1fKcQb3ZEG4
1989,Yugoslavia,Riva,Rock Me,1.0,137.0,https://youtube.com/watch?v=FcxeIpv1Gdk
1989,United Kingdom,Live Report,Why Do I Always Get It Wrong,2.0,130.0,https://youtube.com/watch?v=_hnmh92X82A
1989,Denmark,Birthe Kjær,Vi Maler Byen Rød,3.0,111.0,https://youtube.com/watch?v=IPkdWtjU9oE
1989,Sweden,Tommy Nilsson,En Dag,4.0,110.0,https://youtube.com/watch?v=7dl1zoGU9sc
1989,Austria,Thomas Forstner,Nur Ein Lied,5.0,97.0,https://youtube.com/watch?v=IsAUqpXiw58
1989,Spain,Nina,Nacida Para Amar,6.0,88.0,https://youtube.com/watch?v=Vq7sKwxmK7g
1989,Finland,Anneli Saaristo,La Dolce Vita,7.0,76.0,https://youtube.com/watch?v=bJv4eaBUocE
1989,France,Nathalie Pâque,J'ai Volé La Vie,8.0,60.0,https://youtube.com/watch?v=f9rxnwHbg8A
1989,Italy,Anna Oxa and Fausto Leali,Avrei Voluto,9.0,56.0,https://youtube.com/watch?v=J3lDsE4Ivjs
1989,Greece,Marianna,To Diko Sou Asteri,9.0,56.0,https://youtube.com/watch?v=w0x1EJSPZIs
1989,Cyprus,Fanny Polymeri and Yiannis Savvidakis,Apopse As Vrethoume,11.0,51.0,https://youtube.com/watch?v=9HlldYCQXKI
1989,Israel,Gili & Galit,Derech Ha'melech,12.0,50.0,https://youtube.com/watch?v=OnovnAMjdJw
1989,Switzerland,Furbaz,Viver Senza Tei,13.0,47.0,https://youtube.com/watch?v=It1OltnpM-A
1989,Germany,Nino de Angelo,Flieger,14.0,46.0,https://youtube.com/watch?v=-4iLLxMq52A
1989,Netherlands,Justine Pelmelay,Blijf Zoals Je Bent,15.0,45.0,https://youtube.com/watch?v=uF1Q1elnD0o
1989,Portugal,Da Vinci,Conquistador,16.0,39.0,https://youtube.com/watch?v=jIBd4haCFGo
1989,Norway,Britt Synnøve Johansen,Venners Nærhet,17.0,30.0,https://youtube.com/watch?v=DGIUODWyzD4
1989,Ireland,Kiev Connolly and the Missing Passengers,The Real Me,18.0,21.0,https://youtube.com/watch?v=8utNj9Q-Yc0
1989,Belgium,Ingeborg,Door De Wind,19.0,13.0,https://youtube.com/watch?v=smVKttN7OOw
1989,Luxembourg,Park Café,Monsieur,20.0,8.0,https://youtube.com/watch?v=yGF8OhHOZac
1989,Turkey,Pan,Bana Bana,21.0,5.0,https://youtube.com/watch?v=nsRt18ycmVA
1989,Iceland,Daníel Augúst Haraldsson,Það Sem Enginn Sér,22.0,0.0,https://youtube.com/watch?v=ymMGcwcaIm8
1990,Italy,Toto Cutugno,Insieme: 1992,1.0,149.0,https://youtube.com/watch?v=enjaeemoBYE
1990,France,Joelle Ursull,White And Black Blues,2.0,132.0,https://youtube.com/watch?v=5x7KHwFHVfM
1990,Ireland,Liam Reilly,Somewhere In Europe,2.0,132.0,https://youtube.com/watch?v=PMu-NKZKJXw
1990,Iceland,Stjórnin,Eitt Lag Enn,4.0,124.0,https://youtube.com/watch?v=ybH_XhW6Rkk
1990,Spain,Azúcar Moreno,Bandido,5.0,96.0,https://youtube.com/watch?v=44_UtU44Xbs
1990,United Kingdom,Emma,Give A Little Love Back To The World,6.0,87.0,https://youtube.com/watch?v=ObKX1lmFebI
1990,Yugoslavia,Tajci,Hajde Da Ludujemo,7.0,81.0,https://youtube.com/watch?v=SoWuOi8sAZk
1990,Denmark,Lonnie Devantier,Hallo Hallo,8.0,64.0,https://youtube.com/watch?v=Lsp0S79f1ko
1990,Germany,Chris Kempers and Daniel Kovac,Frei Zu Leben,9.0,60.0,https://youtube.com/watch?v=hr0G7jJzjnA
1990,Austria,Simone,Keine Mauern Mehr,10.0,58.0,https://youtube.com/watch?v=pq3ndrZzaf0
1990,Switzerland,Egon Egemann,Musik Klingt In Die Welt Hinaus,11.0,51.0,https://youtube.com/watch?v=rJzFwpqMmMM
1990,Belgium,Philippe Lafontaine,Macédomienne,12.0,46.0,https://youtube.com/watch?v=zDBo1S0ZDnQ
1990,Luxembourg,Céline Carzo,Quand Je Te Rêve,13.0,38.0,https://youtube.com/watch?v=U19ABsr7Ruw
1990,Cyprus,Haris Anastasiou,Milas Poli,14.0,36.0,https://youtube.com/watch?v=fGFb9Dngosg
1990,Netherlands,Maywood,Ik Wil Alles Met Je Delen,15.0,25.0,https://youtube.com/watch?v=wa4UjvbF3so
1990,Sweden,Edin-Ådahl,Som En Vind,16.0,24.0,https://youtube.com/watch?v=3TIXDUyDcBw
1990,Turkey,Kayahan,Gözlerinin Hapsindeyim,17.0,21.0,https://youtube.com/watch?v=d-4mStIyWkk
1990,Israel,Rita,Shara Barechovot,18.0,16.0,https://youtube.com/watch?v=e1djiCFrqGE
1990,Greece,Christos Callow and Wave,Horis Skopo,19.0,11.0,https://youtube.com/watch?v=ATa-Wh6txhA
1990,Portugal,Nucha,Há Sempre Alguém,20.0,9.0,https://youtube.com/watch?v=NPzyO4jww8A
1990,Norway,Ketil Stokkan,Brandenburger Tor,21.0,8.0,https://youtube.com/watch?v=Ip1BpdO9G5Y
1990,Finland,Beat,Fri?,21.0,8.0,https://youtube.com/watch?v=7EEw7xAvjjE
1991,Sweden,Carola,Fångad Av En Stormvind,1.0,146.0,https://youtube.com/watch?v=7wnS4nu-bOc
1991,France,Amina,C'est Le Dernier Qui A Parlé Qui A Raison,2.0,146.0,https://youtube.com/watch?v=PnxEBAoCZIw
1991,Israel,Duo Datz,Kan,3.0,139.0,https://youtube.com/watch?v=yF4BDqbidrc
1991,Spain,Sergio Dalma,Bailar Pegados,4.0,119.0,https://youtube.com/watch?v=4EGAIciJ76U
1991,Switzerland,Sandra Simò,Canzone Per Te,5.0,118.0,https://youtube.com/watch?v=IOkdJSli5Gc
1991,Malta,Paul Giordimaina and Georgina,Could It Be,6.0,106.0,https://youtube.com/watch?v=mdyO4H5Pn3Y
1991,Italy,Peppino di Capri,Comme E' Ddoce 'o Mare,7.0,89.0,https://youtube.com/watch?v=-DzZzF8yVuQ
1991,Portugal,Dulce,Lusitana Paixão,8.0,62.0,https://youtube.com/watch?v=Iy1gO3eQB64
1991,Cyprus,Elena Patroclou,S.O.S.,9.0,60.0,https://youtube.com/watch?v=Qf2fLGTlwR4
1991,Ireland,Kim Jackson,Could It Be That I'm In Love,10.0,47.0,https://youtube.com/watch?v=ZiDf8RQqzt4
1991,United Kingdom,Samantha Janus,A Message To Your Heart,10.0,47.0,https://youtube.com/watch?v=RCP4JiYIRjs
1991,Turkey,"Izel Çeliköz, Rayhan Soykarçi and Can Ugurluér",Iki Dakika,12.0,44.0,https://youtube.com/watch?v=XLCKg0IlKZw
1991,Greece,Sofia Vossou,I Anixi,13.0,36.0,https://youtube.com/watch?v=s27fw44U7Qk
1991,Luxembourg,Sarah Bray,Un Baiser Volé,14.0,29.0,https://youtube.com/watch?v=Ozs4dvB6SN4
1991,Iceland,Stefán and Eyfi,Nina,15.0,26.0,https://youtube.com/watch?v=b6B8aeSgZDE
1991,Belgium,Clouseau,Geef Het Op,16.0,23.0,https://youtube.com/watch?v=LeBN0FA6Q0U
1991,Norway,Just 4 Fun,Mrs. Thompson,17.0,14.0,https://youtube.com/watch?v=d_BNceSqIA8
1991,Germany,Atlantis 2000,Dieser Traum Darf Niemals Sterben,18.0,10.0,https://youtube.com/watch?v=9n_zdCawy38
1991,Denmark,Anders Frandsen,Lige Der Hvor Hjertet Slår,19.0,8.0,https://youtube.com/watch?v=PTak1xUwDGI
1991,Finland,Kaija,Hullu Yö,20.0,6.0,https://youtube.com/watch?v=Wfd725T8sow
1991,Yugoslavia,Baby Doll,Brazil,21.0,1.0,https://youtube.com/watch?v=Hlh61zIO2fk
1991,Austria,Thomas Forstner,Venedig Im Regen,22.0,0.0,https://youtube.com/watch?v=3yUNN052q8M
1992,Ireland,Linda Martin,Why Me,1.0,155.0,https://youtube.com/watch?v=-g7Q7R3SIkI
1992,United Kingdom,Michael Ball,One Step Out Of Time,2.0,139.0,https://youtube.com/watch?v=kUnwo8etJ_o
1992,Malta,Mary Spiteri,Little Child,3.0,123.0,https://youtube.com/watch?v=tTB6JjVgiSg
1992,Italy,Mia Martini,Rapsodia,4.0,111.0,https://youtube.com/watch?v=-lHw8agCIIo
1992,Greece,Cleopatra,Olou Tou Kosmou tin Elpida,5.0,94.0,https://youtube.com/watch?v=HQQI_xt-j-g
1992,Israel,Dafna,Ze Rak Sport,6.0,85.0,https://youtube.com/watch?v=Brcxkjdz1gM
1992,Iceland,Heart 2 Heart,Nei Eða Já,7.0,80.0,https://youtube.com/watch?v=ELSuY9riUUY
1992,France,Kali,Monté La Riviè,8.0,73.0,https://youtube.com/watch?v=fTeI98arY2I
1992,Netherlands,Humphrey Campbell,Wijs Me De Weg,9.0,67.0,https://youtube.com/watch?v=5fUwSa89BrE
1992,Austria,Tony Wegas,Zusammen Geh'n,10.0,63.0,https://youtube.com/watch?v=afCvloQYc7Y
1992,Cyprus,Evridiki,Teriazoume,11.0,57.0,https://youtube.com/watch?v=DdFHIJUt2wU
1992,Denmark,Kenny & Lotte,Alt Det Som Ingen Ser,12.0,47.0,https://youtube.com/watch?v=qmgcJmwJ0Nc
1992,Yugoslavia,Extra Nena,Ljubim Te Pesmama,13.0,44.0,https://youtube.com/watch?v=ywrykDejDII
1992,Spain,Serafin,Todo Esto Es La Música,14.0,37.0,https://youtube.com/watch?v=X2gWIT3WUBY
1992,Switzerland,Daisy Auvray,Mister Music Man,15.0,32.0,https://youtube.com/watch?v=orAK7bpOg5I
1992,Germany,Wind,Träume Sind Für Alle Da,16.0,27.0,https://youtube.com/watch?v=6py727DzyPQ
1992,Portugal,Diná,Amor D'água Fresca,17.0,26.0,https://youtube.com/watch?v=cuBNPKqWJ8w
1992,Norway,Merethe Trøan,Visjoner,18.0,23.0,https://youtube.com/watch?v=qXwOpjX1Cu4
1992,Turkey,Aylin Vatankos,Yaz Bitti,19.0,17.0,https://youtube.com/watch?v=22y0bFfvGrs
1992,Belgium,Morgane,Nous On Veut Des Violons,20.0,11.0,https://youtube.com/watch?v=u60o-w4uSms
1992,Luxembourg,Marion Welter and Kontinent,Sou Fräi,21.0,10.0,https://youtube.com/watch?v=QxvKroREYdk
1992,Sweden,Christer Björkman,I Morgon är En Annan Dag,22.0,9.0,https://youtube.com/watch?v=ZQgr0aWeFmI
1992,Finland,Pave,Yamma Yamma,23.0,4.0,https://youtube.com/watch?v=04wdmE1l20k
1993,Ireland,Niamh Kavanagh,In Your Eyes,1.0,187.0,https://youtube.com/watch?v=ysLHYx0c80s
1993,United Kingdom,Sonia,Better The Devil You Know,2.0,164.0,https://youtube.com/watch?v=phQDUK0Nz2c
1993,Switzerland,Annie Cotton,"Moi, Tout Simplement",3.0,148.0,https://youtube.com/watch?v=_VvuvHK8PTA
1993,France,Patrick Fiori,Mama Corsica,4.0,121.0,https://youtube.com/watch?v=fseF8OrrlMY
1993,Norway,Silje Vige,Alle Mine Tankar,5.0,120.0,https://youtube.com/watch?v=QrX98Kf1w-E
1993,Netherlands,Ruth Jacott,Vrede,6.0,92.0,https://youtube.com/watch?v=UaO0kAI6LGY
1993,Sweden,Arvingarna,Eloïse,7.0,89.0,https://youtube.com/watch?v=S6-su7rYvGc
1993,Malta,William Mangion,This Time,8.0,69.0,https://youtube.com/watch?v=ucRt4JsBOno
1993,Greece,Kaiti Garbi,"Ellada, Hora Tou Fotos",9.0,64.0,https://youtube.com/watch?v=W6V9PLRTB3c
1993,Portugal,Anabela,A Cidade Até Ser Dia,10.0,60.0,https://youtube.com/watch?v=T32AD9n8enA
1993,Spain,Eva Santamaria,Hombres,11.0,58.0,https://youtube.com/watch?v=u0RquEz8HLk
1993,Italy,Enrico Ruggeri,Sole D'europa,12.0,45.0,https://youtube.com/watch?v=c031tXnbdms
1993,Iceland,Inga,þá Veistu Svarið,13.0,42.0,https://youtube.com/watch?v=Vd8IuSxYjrI
1993,Austria,Tony Wegas,Maria Magdalena,14.0,32.0,https://youtube.com/watch?v=d7jZwYC1WsY
1993,Croatia,Put,Don't Ever Cry,15.0,31.0,https://youtube.com/watch?v=NqBcDIzfID8
1993,Bosnia & Herzegovina,Fazla,Sva Bol Svijeta,16.0,27.0,https://youtube.com/watch?v=DREeDXs9ijc
1993,Finland,Katri-Helena,Tule Luo,17.0,20.0,https://youtube.com/watch?v=ktoLl7T-GUA
1993,Germany,Münchener Freiheit,Viel Zu Weit,18.0,18.0,https://youtube.com/watch?v=27lAakfqrkI
1993,Cyprus,Kyriakos Zymboulakis & Demos Van Beke,Mi Stamatas,19.0,17.0,https://youtube.com/watch?v=UfzBpo0exAQ
1993,Luxembourg,Modern Times,Donne-moi Une Chance,20.0,11.0,https://youtube.com/watch?v=-TmWX8Ck_Nk
1993,Turkey,"Burak Aydos, Öztürk Baybora & Serter",Esmer Yarim,21.0,10.0,https://youtube.com/watch?v=uvfEJQWQBrw
1993,Denmark,Tommy Seebach Band,Under Stjernerne På Himlen,22.0,9.0,https://youtube.com/watch?v=EB5YJlVcI-s
1993,Slovenia,1X Band,Tih Dezeven Dan,22.0,9.0,https://youtube.com/watch?v=ZJKnD9k3soU
1993,Israel,Lakahat Shiru,Shiru,24.0,4.0,https://youtube.com/watch?v=E1P26y7voL0
1993,Belgium,Barbara,Iemand Als Jij,25.0,3.0,https://youtube.com/watch?v=pIRN5fO-20M
1994,Ireland,Paul Harrington & Charlie McGettigan,Rock 'n' Roll Kids,1.0,226.0,https://youtube.com/watch?v=429dqUEseTU
1994,Poland,Edyta Górniak,To Nie Ja!,2.0,166.0,https://youtube.com/watch?v=PL5rmmpiHp8
1994,Germany,MeKaDo,Wir Geben 'ne Party,3.0,128.0,https://youtube.com/watch?v=lgEAQBFbGEE
1994,Hungary,Friderika Bayer,Kinek Mondjam El Vétkeimet,4.0,122.0,https://youtube.com/watch?v=iEYt1kd1K1g
1994,Malta,Moira Stafrace and Christopher Scicluna,More Than Love,5.0,97.0,https://youtube.com/watch?v=sM-w1kGT19k
1994,Norway,Elisabeth Andreasson & Jan Werner Danielsen,Duett,6.0,76.0,https://youtube.com/watch?v=LyV0jlrtQBs
1994,France,Nina Morato,Je Suis Un Vrai Garçon,7.0,74.0,https://youtube.com/watch?v=EJrSzcnyo9c
1994,Portugal,Sara Tavares,Chamar A Música,8.0,73.0,https://youtube.com/watch?v=cwyHY0Ogz7g
1994,Russia,Youddiph,Vechni Stranik,9.0,70.0,https://youtube.com/watch?v=kbjKCtlOB6A
1994,United Kingdom,Frances Ruffelle,We Will Be Free (lonely Symphony),10.0,63.0,https://youtube.com/watch?v=cXtXpj2FGF8
1994,Cyprus,Evridiki,Ime Anthropos Ke Ego,11.0,51.0,https://youtube.com/watch?v=i_yif17TztQ
1994,Iceland,Sigga,Nætur,12.0,49.0,https://youtube.com/watch?v=pO5yJbkOr8A
1994,Sweden,Marie Bergman and Roger Pontare,Stjärnorna,13.0,48.0,https://youtube.com/watch?v=8nM8vPTh_S0
1994,Greece,Costas Bigalis and the Sea Lovers,To Trehantiri,14.0,44.0,https://youtube.com/watch?v=0lpwU9-2Y6Y
1994,Bosnia & Herzegovina,Alma and Dejan,Ostani Kraj Mene,15.0,39.0,https://youtube.com/watch?v=9t-ptOfHvtQ
1994,Croatia,Tony Cetinski,Nek'ti Bude Ljubav Sva,16.0,27.0,https://youtube.com/watch?v=TqAi_Bm2Z40
1994,Austria,Petra Frey,Für Den Frieden Der Welt,17.0,19.0,https://youtube.com/watch?v=5kv-OLZ-hS0
1994,Spain,Alejandro Abad,Ella No Es Ella,18.0,17.0,https://youtube.com/watch?v=-ReSHr2apH4
1994,Switzerland,Duilio,Sto Pregando,19.0,15.0,https://youtube.com/watch?v=kCc6GbO5TJc
1994,Slovakia,Martin Durinda and Tublatanka,Nekovecná Piesen,19.0,15.0,https://youtube.com/watch?v=qmuH_AIkGpY
1994,Romania,Dan Bittman,Dincolo De Nori,21.0,14.0,https://youtube.com/watch?v=Zpp_zOTz7FY
1994,Finland,CatCat,Bye Bye Baby,22.0,11.0,https://youtube.com/watch?v=bHm88GcwQ34
1994,Netherlands,Willeke Alberti,Waar Is De Zon,23.0,4.0,https://youtube.com/watch?v=CHPYpEtUcoI
1994,Estonia,Silvi Vrait,Nagu Merelaine,24.0,2.0,https://youtube.com/watch?v=6kcB60LSXj0
1994,Lithuania,Ovidijus Vyšniauskas,Lopšinė mylimai,25.0,0.0,https://youtube.com/watch?v=PWmh95boVZY
1995,Norway,Secret Garden,Nocturne,1.0,148.0,https://youtube.com/watch?v=6qqOI04uo_c
1995,Spain,Anabel Conde,Vuelve Conmigo,2.0,119.0,https://youtube.com/watch?v=p8nTjiEdI2c
1995,Sweden,Jan Johansen,Se På Mej,3.0,100.0,https://youtube.com/watch?v=ylwWj8i9hJ0
1995,France,Nathalie Santamaria,Il Me Donne Rendez-vous,4.0,94.0,https://youtube.com/watch?v=o2Xj_Y-UJ-0
1995,Denmark,Aud Wilken,Fra Mols Til Skagen,5.0,92.0,https://youtube.com/watch?v=gsFw1GwbBjI
1995,Croatia,Magazin and Lidija,Nostalgija,6.0,91.0,https://youtube.com/watch?v=oCvNt_E_mxk
1995,Slovenia,Darja Svajger,Prisluhni Mi,7.0,84.0,https://youtube.com/watch?v=jqM3mAfztU8
1995,Israel,Liora,Amen,8.0,81.0,https://youtube.com/watch?v=Gui9JWHsv-M
1995,Cyprus,Alexandros Panayi,Sti Fotia,9.0,79.0,https://youtube.com/watch?v=LMfRj5stHdI
1995,United Kingdom,Love City Groove,,10.0,76.0,https://youtube.com/watch?v=IV_vJOWMWWY
1995,Malta,Mike Spiteri,Keep Me In Mind,10.0,76.0,https://youtube.com/watch?v=7V4-3yEqCgY
1995,Greece,Elina Constantopoulou,Pia Prosefhi,12.0,68.0,https://youtube.com/watch?v=SrTLEZZEChw
1995,Austria,Stella Jones,Die Welt Dreht Sich Verkehrt,13.0,67.0,https://youtube.com/watch?v=Ta-dzguUpJY
1995,Ireland,Eddie Friel,Dreamin',14.0,44.0,https://youtube.com/watch?v=CRZxY4rLbvM
1995,Iceland,Bó Halldórsson,Núna,15.0,31.0,https://youtube.com/watch?v=mt4-SJMcmtQ
1995,Turkey,Arzu Ece,Sev!,16.0,21.0,https://youtube.com/watch?v=iAjz_UUTMoo
1995,Russia,Philipp Kirkorov,Kolybelnaya Dlya Vulkana,17.0,17.0,https://youtube.com/watch?v=LdujO2E7DgI
1995,Poland,Justyna,Sama,18.0,15.0,https://youtube.com/watch?v=neM37hUsVDo
1995,Bosnia & Herzegovina,Davor Popovic,Dvadeset I Prvi Vijek,19.0,14.0,https://youtube.com/watch?v=b4vbfHgdvpo
1995,Belgium,Frédéric Etherlinck,La Voix Est Libre,20.0,8.0,https://youtube.com/watch?v=YtcH83cV2Dg
